"","focal","year","complexity.animal","complexity.plant","parameter_hat","abund.sp","abund.sp.min","abund.sp.max","parameter","inclus"
"83","CETE","2020","species","code.plant","COSQ",0,0,0,"Plant - plant","non-inclus"
"84","CETE","2020","species","code.plant","FRPU",0,0,0,"Plant - plant","non-inclus"
"85","CETE","2020","species","code.plant","HOMA",0.625668449197861,0,5,"Plant - plant","non-inclus"
"86","CETE","2020","species","code.plant","LEMA",0.625668449197861,0,3.5,"Plant - plant","non-inclus"
"87","CETE","2020","species","code.plant","LYTR",0,0,0,"Plant - plant","non-inclus"
"88","CETE","2020","species","code.plant","MEEL",0.00267379679144385,0,0.5,"Plant - plant","non-inclus"
"89","CETE","2020","species","code.plant","MEPO",0,0,0,"Plant - plant","non-inclus"
"90","CETE","2020","species","code.plant","MESU",0.0561497326203209,0,2,"Plant - plant","non-inclus"
"91","CETE","2020","species","code.plant","PAIN",0.0828877005347594,0,2,"Plant - plant","non-inclus"
"92","CETE","2020","species","code.plant","PLCO",0.0508021390374332,0,2,"Plant - plant","non-inclus"
"93","CETE","2020","species","code.plant","POMA",0.0294117647058824,0,3,"Plant - plant","non-inclus"
"94","CETE","2020","species","code.plant","POMO",0.0160427807486631,0,1,"Plant - plant","non-inclus"
"95","CETE","2020","species","code.plant","PUPA",0.157754010695187,0,2.5,"Plant - plant","non-inclus"
"96","CETE","2020","species","code.plant","RAPE",0,0,0,"Plant - plant","non-inclus"
"97","CETE","2020","species","code.plant","SASO",0.0320855614973262,0,1,"Plant - plant","non-inclus"
"98","CETE","2020","species","code.plant","SCLA",0.018716577540107,0,1,"Plant - plant","non-inclus"
"99","CETE","2020","species","code.plant","SOAS",0.053475935828877,0,2.5,"Plant - plant","non-inclus"
"100","CETE","2020","species","code.plant","SPRU",0.114973262032086,0,4,"Plant - plant","non-inclus"
"101","CETE","2020","species","code.plant","SUSP",0,0,0,"Intraspecific","non-inclus"
"102","CETE","2020","species","code.plant","Theba_pisana",0.160427807486631,0,5,"Plant - herbivore","non-inclus"
"103","CETE","2020","species","code.plant","Andrena_spp",0.0133689839572193,0,2.5,"Plant - floral visitor","non-inclus"
"104","CETE","2020","species","code.plant","Bombyliidae",0.0401069518716578,0,5,"Plant - floral visitor","non-inclus"
"105","CETE","2020","species","code.plant","Bombylius_major",0.053475935828877,0,5,"Plant - floral visitor","non-inclus"
"106","CETE","2020","species","code.plant","Eristalis_similis",0.0133689839572193,0,2.5,"Plant - floral visitor","non-inclus"
"107","CETE","2020","species","code.plant","Lasioglossum_malachurum",0.133689839572193,0,5,"Plant - floral visitor","non-inclus"
"108","CETE","2020","species","code.plant","Tabanidae",0.0267379679144385,0,2.5,"Plant - floral visitor","non-inclus"
"109","CETE","2021","group","class","Forb",0.590437788018433,0,5,"Plant - plant","non-inclus"
"110","CETE","2021","group","class","Grass",0.265937019969278,0,2.14285714285714,"Plant - plant","non-inclus"
"111","CETE","2021","group","class","CETE",0.313940092165898,0,1.96428571428571,"Intraspecific","non-inclus"
"112","CETE","2021","group","class","snail",0.122461170848268,0,5,"Plant - herbivore","non-inclus"
"113","CETE","2021","group","class","butterfly",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"114","CETE","2021","group","class","fly",0.0403225806451613,0,5,"Plant - floral visitor","non-inclus"
"115","CETE","2021","family","family","Amaranthaceae",0.192307692307692,0,5,"Plant - plant","non-inclus"
"116","CETE","2021","family","family","Asteraceae",0.322580645161291,0,1.34615384615385,"Plant - plant","non-inclus"
"117","CETE","2021","family","family","Brassicaceae",0,0,0,"Plant - plant","non-inclus"
"118","CETE","2021","family","family","Caryophyllaceae",0.0289495450785773,0,0.576923076923077,"Plant - plant","non-inclus"
"119","CETE","2021","family","family","Fabaceae",0.0506617038875104,0,1.73076923076923,"Plant - plant","non-inclus"
"120","CETE","2021","family","family","Frankeniaceae",0,0,0,"Plant - plant","non-inclus"
"121","CETE","2021","family","family","Gentianaceae",0,0,0,"Plant - plant","non-inclus"
"122","CETE","2021","family","family","Lythraceae",0,0,0,"Plant - plant","non-inclus"
"123","CETE","2021","family","family","Plantaginaceae",0.0310173697270472,0,0.576923076923077,"Plant - plant","non-inclus"
"124","CETE","2021","family","family","Poaceae",0.286393713813069,0,2.30769230769231,"Plant - plant","non-inclus"
"125","CETE","2021","family","family","Primulacea",0.010339123242349,0,0.576923076923077,"Plant - plant","non-inclus"
"126","CETE","2021","family","family","Ranunculuc",0,0,0,"Plant - plant","non-inclus"
"127","CETE","2021","family","family","CETE",0.338089330024814,0,2.11538461538462,"Intraspecific","non-inclus"
"128","CETE","2021","family","family","Geomitridae",0.0268817204301075,0,5,"Plant - herbivore","non-inclus"
"129","CETE","2021","family","family","Helicidae",0.0955794504181601,0,3.33333333333333,"Plant - herbivore","non-inclus"
"130","CETE","2021","family","family","Muscidae",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"131","CETE","2021","family","family","Nymphalidae",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"132","CETE","2021","family","family","Syrphidae",0.0336021505376344,0,5,"Plant - floral visitor","non-inclus"
"133","CETE","2021","species","code.plant","ACHI",0.00827129859387924,0,1.34615384615385,"Plant - plant","non-inclus"
"134","CETE","2021","species","code.plant","ANAR",0.010339123242349,0,0.576923076923077,"Plant - plant","non-inclus"
"135","CETE","2021","species","code.plant","BEMA",0.0134408602150538,0,0.384615384615385,"Plant - plant","non-inclus"
"136","CETE","2021","species","code.plant","CETE",0.338089330024814,0,2.11538461538462,"Plant - plant","non-inclus"
"137","CETE","2021","species","code.plant","CHFU",0.00206782464846981,0,0.192307692307692,"Plant - plant","non-inclus"
"138","CETE","2021","species","code.plant","CHMI",0,0,0,"Plant - plant","non-inclus"
"139","CETE","2021","species","code.plant","COSQ",0,0,0,"Plant - plant","non-inclus"
"140","CETE","2021","species","code.plant","FRPU",0,0,0,"Plant - plant","non-inclus"
"141","CETE","2021","species","code.plant","HOMA",0.203680727874276,0,2.11538461538462,"Plant - plant","non-inclus"
"142","CETE","2021","species","code.plant","LEMA",0.281224152191894,0,1.15384615384615,"Plant - plant","non-inclus"
"143","CETE","2021","species","code.plant","LYTR",0,0,0,"Plant - plant","non-inclus"
"144","CETE","2021","species","code.plant","MEEL",0.0010339123242349,0,0.192307692307692,"Plant - plant","non-inclus"
"145","CETE","2021","species","code.plant","MEPO",0,0,0,"Plant - plant","non-inclus"
"146","CETE","2021","species","code.plant","MESU",0.0496277915632754,0,1.73076923076923,"Plant - plant","non-inclus"
"147","CETE","2021","species","code.plant","PAIN",0.0589330024813896,0,1.53846153846154,"Plant - plant","non-inclus"
"148","CETE","2021","species","code.plant","PLCO",0.0310173697270472,0,0.576923076923077,"Plant - plant","non-inclus"
"149","CETE","2021","species","code.plant","POMA",0.011373035566584,0,0.384615384615385,"Plant - plant","non-inclus"
"150","CETE","2021","species","code.plant","POMO",0.0124069478908189,0,0.384615384615385,"Plant - plant","non-inclus"
"151","CETE","2021","species","code.plant","PUPA",0,0,0,"Plant - plant","non-inclus"
"152","CETE","2021","species","code.plant","RAPE",0,0,0,"Plant - plant","non-inclus"
"153","CETE","2021","species","code.plant","SASO",0.178866832092639,0,5,"Plant - plant","non-inclus"
"154","CETE","2021","species","code.plant","SCLA",0.00827129859387924,0,0.384615384615385,"Plant - plant","non-inclus"
"155","CETE","2021","species","code.plant","SOAS",0.0227460711331679,0,0.384615384615385,"Plant - plant","non-inclus"
"156","CETE","2021","species","code.plant","SPRU",0.0289495450785773,0,0.576923076923077,"Plant - plant","non-inclus"
"157","CETE","2021","species","code.plant","SUSP",0,0,0,"Intraspecific","non-inclus"
"158","CETE","2021","species","code.plant","Cochlicella_barbara",0.0268817204301075,0,5,"Plant - herbivore","non-inclus"
"159","CETE","2021","species","code.plant","Otala_lactea",0.0029868578255675,0,0.555555555555556,"Plant - herbivore","non-inclus"
"160","CETE","2021","species","code.plant","Theba_pisana",0.0925925925925926,0,3.33333333333333,"Plant - herbivore","non-inclus"
"161","CETE","2021","species","code.plant","Musca_spp",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"162","CETE","2021","species","code.plant","Sphaerophoria_scripta",0.0268817204301075,0,5,"Plant - floral visitor","non-inclus"
"163","CETE","2021","species","code.plant","Syrphidae",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"164","CETE","2021","species","code.plant","Vanessa_cardui",0.00672043010752688,0,1.25,"Plant - floral visitor","non-inclus"
"165","LEMA","2019","group","class","Forb",0.211496149614961,0,1.66666666666667,"Plant - plant","non-inclus"
"166","LEMA","2019","group","class","Grass",1.58800880088009,0,5,"Plant - plant","inclus"
"167","LEMA","2019","group","class","LEMA",0.0635313531353135,0,0.416666666666667,"Intraspecific","non-inclus"
"168","LEMA","2019","group","class","beetle",0.476714338100476,0,5,"Plant - herbivore","non-inclus"
"169","LEMA","2019","group","class","caterpillar",0.0100843417675101,0,0.555555555555556,"Plant - herbivore","non-inclus"
"170","LEMA","2019","group","class","grasshopper",0.00366703337000367,0,0.277777777777778,"Plant - herbivore","non-inclus"
"171","LEMA","2019","group","class","snail",0.185185185185185,0,3.33333333333333,"Plant - herbivore","non-inclus"
"172","LEMA","2019","group","class","bee",0.0948844884488449,0,3.125,"Plant - floral visitor","non-inclus"
"173","LEMA","2019","group","class","fly",0.54042904290429,0,5,"Plant - floral visitor","non-inclus"
"174","LEMA","2019","family","family","Amaranthaceae",0.0211771177117712,0,0.666666666666667,"Plant - plant","non-inclus"
"175","LEMA","2019","family","family","Asteraceae",0.0893839383938394,0,1.25,"Plant - plant","non-inclus"
"176","LEMA","2019","family","family","Caryophyllaceae",0.0055005500550055,0,0.333333333333333,"Plant - plant","non-inclus"
"177","LEMA","2019","family","family","Fabaceae",0.0357535753575357,0,0.416666666666667,"Plant - plant","non-inclus"
"178","LEMA","2019","family","family","Gentianaceae",0.0151265126512651,0,0.666666666666667,"Plant - plant","non-inclus"
"179","LEMA","2019","family","family","Plantaginaceae",0.0107260726072607,0,0.25,"Plant - plant","non-inclus"
"180","LEMA","2019","family","family","Poaceae",1.58800880088009,0,5,"Plant - plant","inclus"
"181","LEMA","2019","family","family","Ranunculuc",0.0187018701870187,0,0.5,"Plant - plant","non-inclus"
"182","LEMA","2019","family","family","LEMA",0.0635313531353135,0,0.416666666666667,"Intraspecific","non-inclus"
"183","LEMA","2019","family","family","Aphididae",0.0099009900990099,0,1,"Plant - herbivore","non-inclus"
"184","LEMA","2019","family","family","Chrysomelidae",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"185","LEMA","2019","family","family","Coccinellidae",0.0198019801980198,0,1,"Plant - herbivore","non-inclus"
"186","LEMA","2019","family","family","Geomitridae",0.280528052805281,0,5,"Plant - herbivore","non-inclus"
"187","LEMA","2019","family","family","Gryllidae",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"188","LEMA","2019","family","family","Helicidae",0.0148514851485149,0,1,"Plant - herbivore","non-inclus"
"189","LEMA","2019","family","family","Nitidulidae",0.0577557755775578,0,1.5,"Plant - herbivore","non-inclus"
"190","LEMA","2019","family","family","Tettigoniidae",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"191","LEMA","2019","family","family","Andrenidae",0.0226897689768977,0,2.5,"Plant - floral visitor","non-inclus"
"192","LEMA","2019","family","family","Apidae",0.0721947194719472,0,3.125,"Plant - floral visitor","non-inclus"
"193","LEMA","2019","family","family","Bibionidae",0.226897689768977,0,5,"Plant - floral visitor","non-inclus"
"194","LEMA","2019","family","family","Muscidae",0.00412541254125413,0,0.625,"Plant - floral visitor","non-inclus"
"195","LEMA","2019","family","family","Oedemeridae",0.0165016501650165,0,1.875,"Plant - floral visitor","non-inclus"
"196","LEMA","2019","family","family","Stratiomyidae",0.0701320132013201,0,3.75,"Plant - floral visitor","non-inclus"
"197","LEMA","2019","family","family","Syrphidae",0.21039603960396,0,2.5,"Plant - floral visitor","non-inclus"
"198","LEMA","2019","family","family","Tabanidae",0.00206270627062706,0,0.625,"Plant - floral visitor","non-inclus"
"199","LEMA","2019","species","code.plant","BEMA",0.0134763476347635,0,0.333333333333333,"Plant - plant","non-inclus"
"200","LEMA","2019","species","code.plant","CETE",0.0151265126512651,0,0.666666666666667,"Plant - plant","non-inclus"
"201","LEMA","2019","species","code.plant","CHFU",0.0794829482948295,0,1.25,"Plant - plant","non-inclus"
"202","LEMA","2019","species","code.plant","CHMI",0.0011001100110011,0,0.25,"Plant - plant","non-inclus"
"203","LEMA","2019","species","code.plant","HOMA",1.39273927392739,0,5,"Plant - plant","non-inclus"
"204","LEMA","2019","species","code.plant","LEMA",0.0635313531353135,0,0.416666666666667,"Plant - plant","non-inclus"
"205","LEMA","2019","species","code.plant","MEEL",0.00495049504950495,0,0.166666666666667,"Plant - plant","non-inclus"
"206","LEMA","2019","species","code.plant","MEPO",0.00852585258525853,0,0.333333333333333,"Plant - plant","non-inclus"
"207","LEMA","2019","species","code.plant","MESU",0.0222772277227723,0,0.416666666666667,"Plant - plant","non-inclus"
"208","LEMA","2019","species","code.plant","PLCO",0.0107260726072607,0,0.25,"Plant - plant","non-inclus"
"209","LEMA","2019","species","code.plant","POMA",0.191144114411441,0,1.66666666666667,"Plant - plant","non-inclus"
"210","LEMA","2019","species","code.plant","POMO",0.00412541254125413,0,0.25,"Plant - plant","non-inclus"
"211","LEMA","2019","species","code.plant","RAPE",0.0187018701870187,0,0.5,"Plant - plant","non-inclus"
"212","LEMA","2019","species","code.plant","SASO",0.0077007700770077,0,0.416666666666667,"Plant - plant","non-inclus"
"213","LEMA","2019","species","code.plant","SCLA",0.000275027502750275,0,0.0833333333333333,"Plant - plant","non-inclus"
"214","LEMA","2019","species","code.plant","SOAS",0.00852585258525852,0,0.416666666666667,"Plant - plant","non-inclus"
"215","LEMA","2019","species","code.plant","SPRU",0.0055005500550055,0,0.333333333333333,"Intraspecific","non-inclus"
"216","LEMA","2019","species","code.plant","Aphis_fabae",0.0099009900990099,0,1,"Plant - herbivore","non-inclus"
"217","LEMA","2019","species","code.plant","Brassicogethes_spp",0.0577557755775578,0,1.5,"Plant - herbivore","non-inclus"
"218","LEMA","2019","species","code.plant","Cochlicella_barbara",0.280528052805281,0,5,"Plant - herbivore","non-inclus"
"219","LEMA","2019","species","code.plant","Cryptocephalus_spp",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"220","LEMA","2019","species","code.plant","Gastropoda",0.037953795379538,0,5,"Plant - herbivore","non-inclus"
"221","LEMA","2019","species","code.plant","Gryllus_bimaculatus",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"222","LEMA","2019","species","code.plant","Lasiocampa_trifolii_larva",0.0033003300330033,0,0.5,"Plant - herbivore","non-inclus"
"223","LEMA","2019","species","code.plant","Lepidoptera_larva",0.0132013201320132,0,1,"Plant - herbivore","non-inclus"
"224","LEMA","2019","species","code.plant","Orthoptera",0.0033003300330033,0,0.5,"Plant - herbivore","non-inclus"
"225","LEMA","2019","species","code.plant","Tessellana_tessellata",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"226","LEMA","2019","species","code.plant","Theba_pisana",0.0148514851485149,0,1,"Plant - herbivore","non-inclus"
"227","LEMA","2019","species","code.plant","Vanessa_cardui_larva",0.00165016501650165,0,0.5,"Plant - herbivore","non-inclus"
"228","LEMA","2019","species","code.plant","Andrena_spp",0.0226897689768977,0,2.5,"Plant - floral visitor","non-inclus"
"229","LEMA","2019","species","code.plant","Anthaxia_semicuprea",0.00206270627062706,0,0.625,"Plant - floral visitor","non-inclus"
"230","LEMA","2019","species","code.plant","Apidae",0.0680693069306931,0,3.125,"Plant - floral visitor","non-inclus"
"231","LEMA","2019","species","code.plant","Chrysotoxum_spp",0.00618811881188119,0,0.625,"Plant - floral visitor","non-inclus"
"232","LEMA","2019","species","code.plant","Dilophus_spp",0.226897689768977,0,5,"Plant - floral visitor","non-inclus"
"233","LEMA","2019","species","code.plant","Diptera",0.0268151815181518,0,1.25,"Plant - floral visitor","non-inclus"
"234","LEMA","2019","species","code.plant","Episyrphus_balteatus",0.00206270627062706,0,0.625,"Plant - floral visitor","non-inclus"
"235","LEMA","2019","species","code.plant","Eristalis_similis",0.0598184818481848,0,2.5,"Plant - floral visitor","non-inclus"
"236","LEMA","2019","species","code.plant","Eucera_spp",0.00412541254125413,0,0.625,"Plant - floral visitor","non-inclus"
"237","LEMA","2019","species","code.plant","Eupeodes_corollae",0.0309405940594059,0,1.25,"Plant - floral visitor","non-inclus"
"238","LEMA","2019","species","code.plant","Malachius_bipustulatus",0.00825082508250825,0,0.625,"Plant - floral visitor","non-inclus"
"239","LEMA","2019","species","code.plant","Malachius_spp",0.00618811881188119,0,0.625,"Plant - floral visitor","non-inclus"
"240","LEMA","2019","species","code.plant","Melanostoma_spp",0.00618811881188119,0,0.625,"Plant - floral visitor","non-inclus"
"241","LEMA","2019","species","code.plant","Meligethes_spp",0.0969471947194719,0,2.5,"Plant - floral visitor","non-inclus"
"242","LEMA","2019","species","code.plant","Musca_spp",0.00412541254125413,0,0.625,"Plant - floral visitor","non-inclus"
"243","LEMA","2019","species","code.plant","Nemotelus_spp",0.0288778877887789,0,1.25,"Plant - floral visitor","non-inclus"
"244","LEMA","2019","species","code.plant","Odontomyia_spp",0.0412541254125413,0,3.75,"Plant - floral visitor","non-inclus"
"245","LEMA","2019","species","code.plant","Oedemeridae",0.0165016501650165,0,1.875,"Plant - floral visitor","non-inclus"
"246","LEMA","2019","species","code.plant","Pangonidae_spp",0.00206270627062706,0,0.625,"Plant - floral visitor","non-inclus"
"247","LEMA","2019","species","code.plant","Psilothrix_viridicoerulea",0.55486798679868,0,3.75,"Plant - floral visitor","non-inclus"
"248","LEMA","2019","species","code.plant","Scaeva_spp",0.0165016501650165,0,1.25,"Plant - floral visitor","non-inclus"
"249","LEMA","2019","species","code.plant","Sphaerophoria_scripta",0.0886963696369637,0,2.5,"Plant - floral visitor","non-inclus"
"250","LEMA","2020","group","class","Forb",0.635723039215687,0,5,"Plant - plant","non-inclus"
"251","LEMA","2020","group","class","Grass",0.559895833333333,0,4.16666666666667,"Plant - plant","inclus"
"252","LEMA","2020","group","class","LEMA",0.258884803921569,0,2.08333333333333,"Intraspecific","non-inclus"
"253","LEMA","2020","group","class","beetle",0.653886554621849,0,5,"Plant - herbivore","inclus"
"254","LEMA","2020","group","class","caterpillar",0.0137867647058823,0,0.535714285714286,"Plant - herbivore","non-inclus"
"255","LEMA","2020","group","class","grasshopper",0.0164128151260504,0,0.535714285714286,"Plant - herbivore","non-inclus"
"256","LEMA","2020","group","class","leafhopper",0.000656512605042017,0,0.178571428571429,"Plant - herbivore","non-inclus"
"257","LEMA","2020","group","class","mite",0.000656512605042017,0,0.178571428571429,"Plant - herbivore","non-inclus"
"258","LEMA","2020","group","class","snail",0.295430672268908,0,1.96428571428571,"Plant - herbivore","non-inclus"
"259","LEMA","2020","group","class","trip",0.00131302521008403,0,0.357142857142857,"Plant - herbivore","non-inclus"
"260","LEMA","2020","group","class","bee",0.217245989304813,0,5,"Plant - floral visitor","non-inclus"
"261","LEMA","2020","group","class","butterfly",0.0100267379679144,0,1.36363636363636,"Plant - floral visitor","non-inclus"
"262","LEMA","2020","group","class","fly",0.207219251336898,0,3.18181818181818,"Plant - floral visitor","non-inclus"
"263","LEMA","2020","group","class","wasp",0.0116978609625668,0,0.909090909090909,"Plant - floral visitor","non-inclus"
"264","LEMA","2020","family","family","Amaranthaceae",0.172794117647059,0,3.5,"Plant - plant","non-inclus"
"265","LEMA","2020","family","family","Asteraceae",0.147058823529412,0,1.75,"Plant - plant","non-inclus"
